C1O1,C1O2,C1O3,C2O1,C2O2,C3O1,C3O2,C3O3,C4O1,C4O2,C5O1,C5O2,C6O1,C6O2,C7O1,C7O2,C8O1,C8O2,C9O1,C9O2,CAO1,CAO2,CBO1,CBO2,CCO1,CCO2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
